Document Number / PO Number,Doc Type,Party / Vendor Name,Error Reason,Tally Line Error,Tally Raw Response
"5105641086","ZIMP","Unknown Vendor","Tally import exception: exceptions=0, errors=1","","<RESPONSE>
  <LASTMID>0</LASTMID>
  <COMBINED>0</COMBINED>
  <IGNORED>0</IGNORED>
  <ERRORS>1</ERRORS>
  <CANCELLED>0</CANCELLED>
  <EXCEPTIONS>0</EXCEPTIONS>
 </RESPONSE>
 "
"5105644782","ZSTO","90063","Voucher totals do not match! Dr: 2,52,971.20 Dr Cr: 80,753.00 Cr Diff: 1,72,218.20 Dr","Voucher totals do not match! Dr: 2,52,971.20 Dr Cr: 80,753.00 Cr Diff: 1,72,218.20 Dr","<RESPONSE>
  <LINEERROR>Voucher totals do not match! Dr: 2,52,971.20 Dr Cr: 80,753.00 Cr Diff: 1,72,218.20 Dr</LINEERROR>
  <CREATED>0</CREATED>
  <ALTERED>2</ALTERED>
  <DELETED>0</DELETED>
  <LASTVCHID>0</LASTVCHID>
  <LASTMID>0</LASTMID>
  <COMBINED>0</COMBINED>
  <IGNORED>0</IGNORED>
  <ERRORS>1</ERRORS>
  <CANCELLED>0</CANCELLED>
  <EXCEPTIONS>0</EXCEPTIONS>
 </RESPONSE>
 "
"5105644786","ZSTO","90063","Voucher totals do not match! Dr: 1,73,265.20 Dr Cr: 1,047.00 Cr Diff: 1,72,218.20 Dr","Voucher totals do not match! Dr: 1,73,265.20 Dr Cr: 1,047.00 Cr Diff: 1,72,218.20 Dr","<RESPONSE>
  <LINEERROR>Voucher totals do not match! Dr: 1,73,265.20 Dr Cr: 1,047.00 Cr Diff: 1,72,218.20 Dr</LINEERROR>
  <CREATED>0</CREATED>
  <ALTERED>2</ALTERED>
  <DELETED>0</DELETED>
  <LASTVCHID>0</LASTVCHID>
  <LASTMID>0</LASTMID>
  <COMBINED>0</COMBINED>
  <IGNORED>0</IGNORED>
  <ERRORS>1</ERRORS>
  <CANCELLED>0</CANCELLED>
  <EXCEPTIONS>0</EXCEPTIONS>
 </RESPONSE>
 "
"5105644791","ZSER","Unknown Vendor","Stock Item &apos;UNKNOWN ITEM&apos; does not exist!","Stock Item &apos;UNKNOWN ITEM&apos; does not exist!","<RESPONSE>
  <LINEERROR>Stock Item &apos;UNKNOWN ITEM&apos; does not exist!</LINEERROR>
  <CREATED>0</CREATED>
  <ALTERED>2</ALTERED>
  <DELETED>0</DELETED>
  <LASTVCHID>0</LASTVCHID>
  <LASTMID>0</LASTMID>
  <COMBINED>0</COMBINED>
  <IGNORED>0</IGNORED>
  <ERRORS>1</ERRORS>
  <CANCELLED>0</CANCELLED>
  <EXCEPTIONS>0</EXCEPTIONS>
 </RESPONSE>
 "
"5105644799","ZDOM","Unknown Vendor","Stock Item &apos;UNKNOWN ITEM&apos; does not exist!","Stock Item &apos;UNKNOWN ITEM&apos; does not exist!","<RESPONSE>
  <LINEERROR>Stock Item &apos;UNKNOWN ITEM&apos; does not exist!</LINEERROR>
  <CREATED>0</CREATED>
  <ALTERED>2</ALTERED>
  <DELETED>0</DELETED>
  <LASTVCHID>0</LASTVCHID>
  <LASTMID>0</LASTMID>
  <COMBINED>0</COMBINED>
  <IGNORED>0</IGNORED>
  <ERRORS>1</ERRORS>
  <CANCELLED>0</CANCELLED>
  <EXCEPTIONS>0</EXCEPTIONS>
 </RESPONSE>
 "
"5105644872","ZDOM","Unknown Vendor","Stock Item &apos;UNKNOWN ITEM&apos; does not exist!","Stock Item &apos;UNKNOWN ITEM&apos; does not exist!","<RESPONSE>
  <LINEERROR>Stock Item &apos;UNKNOWN ITEM&apos; does not exist!</LINEERROR>
  <CREATED>0</CREATED>
  <ALTERED>2</ALTERED>
  <DELETED>0</DELETED>
  <LASTVCHID>0</LASTVCHID>
  <LASTMID>0</LASTMID>
  <COMBINED>0</COMBINED>
  <IGNORED>0</IGNORED>
  <ERRORS>1</ERRORS>
  <CANCELLED>0</CANCELLED>
  <EXCEPTIONS>0</EXCEPTIONS>
 </RESPONSE>
 "
"5105644888","ZCOL","90004","Voucher totals do not match! Dr: 2,92,99,901.23 Dr Cr: 2,92,60,001.23 Cr Diff: 39,900.00 Dr","Voucher totals do not match! Dr: 2,92,99,901.23 Dr Cr: 2,92,60,001.23 Cr Diff: 39,900.00 Dr","<RESPONSE>
  <LINEERROR>Voucher totals do not match! Dr: 2,92,99,901.23 Dr Cr: 2,92,60,001.23 Cr Diff: 39,900.00 Dr</LINEERROR>
  <CREATED>0</CREATED>
  <ALTERED>2</ALTERED>
  <DELETED>0</DELETED>
  <LASTVCHID>0</LASTVCHID>
  <LASTMID>0</LASTMID>
  <COMBINED>0</COMBINED>
  <IGNORED>0</IGNORED>
  <ERRORS>1</ERRORS>
  <CANCELLED>0</CANCELLED>
  <EXCEPTIONS>0</EXCEPTIONS>
 </RESPONSE>
 "
"5105644890","ZCOL","90004","Voucher totals do not match! Dr: 69,76,100.09 Dr Cr: 1,00,000.09 Cr Diff: 68,76,100.00 Dr","Voucher totals do not match! Dr: 69,76,100.09 Dr Cr: 1,00,000.09 Cr Diff: 68,76,100.00 Dr","<RESPONSE>
  <LINEERROR>Voucher totals do not match! Dr: 69,76,100.09 Dr Cr: 1,00,000.09 Cr Diff: 68,76,100.00 Dr</LINEERROR>
  <CREATED>0</CREATED>
  <ALTERED>2</ALTERED>
  <DELETED>0</DELETED>
  <LASTVCHID>0</LASTVCHID>
  <LASTMID>0</LASTMID>
  <COMBINED>0</COMBINED>
  <IGNORED>0</IGNORED>
  <ERRORS>1</ERRORS>
  <CANCELLED>0</CANCELLED>
  <EXCEPTIONS>0</EXCEPTIONS>
 </RESPONSE>
 "
"5105644891","ZCOL","20036","Voucher totals do not match! Dr: 73,54,501.00 Dr Cr: 4,78,401.00 Cr Diff: 68,76,100.00 Dr","Voucher totals do not match! Dr: 73,54,501.00 Dr Cr: 4,78,401.00 Cr Diff: 68,76,100.00 Dr","<RESPONSE>
  <LINEERROR>Voucher totals do not match! Dr: 73,54,501.00 Dr Cr: 4,78,401.00 Cr Diff: 68,76,100.00 Dr</LINEERROR>
  <CREATED>0</CREATED>
  <ALTERED>2</ALTERED>
  <DELETED>0</DELETED>
  <LASTVCHID>0</LASTVCHID>
  <LASTMID>0</LASTMID>
  <COMBINED>0</COMBINED>
  <IGNORED>0</IGNORED>
  <ERRORS>1</ERRORS>
  <CANCELLED>0</CANCELLED>
  <EXCEPTIONS>0</EXCEPTIONS>
 </RESPONSE>
 "
"5105644892","ZCOL","90007","Voucher totals do not match! Dr: 68,77,345.00 Dr Cr: 1,245.00 Cr Diff: 68,76,100.00 Dr","Voucher totals do not match! Dr: 68,77,345.00 Dr Cr: 1,245.00 Cr Diff: 68,76,100.00 Dr","<RESPONSE>
  <LINEERROR>Voucher totals do not match! Dr: 68,77,345.00 Dr Cr: 1,245.00 Cr Diff: 68,76,100.00 Dr</LINEERROR>
  <CREATED>0</CREATED>
  <ALTERED>2</ALTERED>
  <DELETED>0</DELETED>
  <LASTVCHID>0</LASTVCHID>
  <LASTMID>0</LASTMID>
  <COMBINED>0</COMBINED>
  <IGNORED>0</IGNORED>
  <ERRORS>1</ERRORS>
  <CANCELLED>0</CANCELLED>
  <EXCEPTIONS>0</EXCEPTIONS>
 </RESPONSE>
 "
"5105644893","ZCOL","90168","Voucher totals do not match! Dr: 70,76,925.17 Dr Cr: 2,00,825.17 Cr Diff: 68,76,100.00 Dr","Voucher totals do not match! Dr: 70,76,925.17 Dr Cr: 2,00,825.17 Cr Diff: 68,76,100.00 Dr","<RESPONSE>
  <LINEERROR>Voucher totals do not match! Dr: 70,76,925.17 Dr Cr: 2,00,825.17 Cr Diff: 68,76,100.00 Dr</LINEERROR>
  <CREATED>0</CREATED>
  <ALTERED>2</ALTERED>
  <DELETED>0</DELETED>
  <LASTVCHID>0</LASTVCHID>
  <LASTMID>0</LASTMID>
  <COMBINED>0</COMBINED>
  <IGNORED>0</IGNORED>
  <ERRORS>1</ERRORS>
  <CANCELLED>0</CANCELLED>
  <EXCEPTIONS>0</EXCEPTIONS>
 </RESPONSE>
 "
"5105644920","ZCOL","90170","Voucher totals do not match! Dr: 3,14,76,444.90 Dr Cr: 2,46,00,344.90 Cr Diff: 68,76,100.00 Dr","Voucher totals do not match! Dr: 3,14,76,444.90 Dr Cr: 2,46,00,344.90 Cr Diff: 68,76,100.00 Dr","<RESPONSE>
  <LINEERROR>Voucher totals do not match! Dr: 3,14,76,444.90 Dr Cr: 2,46,00,344.90 Cr Diff: 68,76,100.00 Dr</LINEERROR>
  <CREATED>0</CREATED>
  <ALTERED>2</ALTERED>
  <DELETED>0</DELETED>
  <LASTVCHID>0</LASTVCHID>
  <LASTMID>0</LASTMID>
  <COMBINED>0</COMBINED>
  <IGNORED>0</IGNORED>
  <ERRORS>1</ERRORS>
  <CANCELLED>0</CANCELLED>
  <EXCEPTIONS>0</EXCEPTIONS>
 </RESPONSE>
 "
"5105644921","ZCOL","90170","Voucher totals do not match! Dr: 1,11,91,950.00 Dr Cr: 43,15,850.00 Cr Diff: 68,76,100.00 Dr","Voucher totals do not match! Dr: 1,11,91,950.00 Dr Cr: 43,15,850.00 Cr Diff: 68,76,100.00 Dr","<RESPONSE>
  <LINEERROR>Voucher totals do not match! Dr: 1,11,91,950.00 Dr Cr: 43,15,850.00 Cr Diff: 68,76,100.00 Dr</LINEERROR>
  <CREATED>0</CREATED>
  <ALTERED>2</ALTERED>
  <DELETED>0</DELETED>
  <LASTVCHID>0</LASTVCHID>
  <LASTMID>0</LASTMID>
  <COMBINED>0</COMBINED>
  <IGNORED>0</IGNORED>
  <ERRORS>1</ERRORS>
  <CANCELLED>0</CANCELLED>
  <EXCEPTIONS>0</EXCEPTIONS>
 </RESPONSE>
 "
"5105644968","ZDOM","Unknown Vendor","Stock Item &apos;UNKNOWN ITEM&apos; does not exist!","Stock Item &apos;UNKNOWN ITEM&apos; does not exist!","<RESPONSE>
  <LINEERROR>Stock Item &apos;UNKNOWN ITEM&apos; does not exist!</LINEERROR>
  <CREATED>0</CREATED>
  <ALTERED>2</ALTERED>
  <DELETED>0</DELETED>
  <LASTVCHID>0</LASTVCHID>
  <LASTMID>0</LASTMID>
  <COMBINED>0</COMBINED>
  <IGNORED>0</IGNORED>
  <ERRORS>1</ERRORS>
  <CANCELLED>0</CANCELLED>
  <EXCEPTIONS>0</EXCEPTIONS>
 </RESPONSE>
 "
"5105645005","ZCOL","90009","Voucher totals do not match! Dr: 70,01,259.64 Dr Cr: 1,25,159.64 Cr Diff: 68,76,100.00 Dr","Voucher totals do not match! Dr: 70,01,259.64 Dr Cr: 1,25,159.64 Cr Diff: 68,76,100.00 Dr","<RESPONSE>
  <LINEERROR>Voucher totals do not match! Dr: 70,01,259.64 Dr Cr: 1,25,159.64 Cr Diff: 68,76,100.00 Dr</LINEERROR>
  <CREATED>0</CREATED>
  <ALTERED>2</ALTERED>
  <DELETED>0</DELETED>
  <LASTVCHID>0</LASTVCHID>
  <LASTMID>0</LASTMID>
  <COMBINED>0</COMBINED>
  <IGNORED>0</IGNORED>
  <ERRORS>1</ERRORS>
  <CANCELLED>0</CANCELLED>
  <EXCEPTIONS>0</EXCEPTIONS>
 </RESPONSE>
 "
"5105645106","ZDOM","Unknown Vendor","Stock Item &apos;UNKNOWN ITEM&apos; does not exist!","Stock Item &apos;UNKNOWN ITEM&apos; does not exist!","<RESPONSE>
  <LINEERROR>Stock Item &apos;UNKNOWN ITEM&apos; does not exist!</LINEERROR>
  <CREATED>0</CREATED>
  <ALTERED>2</ALTERED>
  <DELETED>0</DELETED>
  <LASTVCHID>0</LASTVCHID>
  <LASTMID>0</LASTMID>
  <COMBINED>0</COMBINED>
  <IGNORED>0</IGNORED>
  <ERRORS>1</ERRORS>
  <CANCELLED>0</CANCELLED>
  <EXCEPTIONS>0</EXCEPTIONS>
 </RESPONSE>
 "
"5105645136","ZDOM","Unknown Vendor","Stock Item &apos;UNKNOWN ITEM&apos; does not exist!","Stock Item &apos;UNKNOWN ITEM&apos; does not exist!","<RESPONSE>
  <LINEERROR>Stock Item &apos;UNKNOWN ITEM&apos; does not exist!</LINEERROR>
  <CREATED>0</CREATED>
  <ALTERED>2</ALTERED>
  <DELETED>0</DELETED>
  <LASTVCHID>0</LASTVCHID>
  <LASTMID>0</LASTMID>
  <COMBINED>0</COMBINED>
  <IGNORED>0</IGNORED>
  <ERRORS>1</ERRORS>
  <CANCELLED>0</CANCELLED>
  <EXCEPTIONS>0</EXCEPTIONS>
 </RESPONSE>
 "
"5105645159","ZCON","Unknown Vendor","Stock Item &apos;UNKNOWN ITEM&apos; does not exist!","Stock Item &apos;UNKNOWN ITEM&apos; does not exist!","<RESPONSE>
  <LINEERROR>Stock Item &apos;UNKNOWN ITEM&apos; does not exist!</LINEERROR>
  <CREATED>0</CREATED>
  <ALTERED>2</ALTERED>
  <DELETED>0</DELETED>
  <LASTVCHID>0</LASTVCHID>
  <LASTMID>0</LASTMID>
  <COMBINED>0</COMBINED>
  <IGNORED>0</IGNORED>
  <ERRORS>1</ERRORS>
  <CANCELLED>0</CANCELLED>
  <EXCEPTIONS>0</EXCEPTIONS>
 </RESPONSE>
 "
"5105645179","ZCOL","11731","Voucher totals do not match! Dr: 42,589.40 Dr Cr: 7,881.40 Cr Diff: 34,708.00 Dr","Voucher totals do not match! Dr: 42,589.40 Dr Cr: 7,881.40 Cr Diff: 34,708.00 Dr","<RESPONSE>
  <LINEERROR>Voucher totals do not match! Dr: 42,589.40 Dr Cr: 7,881.40 Cr Diff: 34,708.00 Dr</LINEERROR>
  <CREATED>0</CREATED>
  <ALTERED>2</ALTERED>
  <DELETED>0</DELETED>
  <LASTVCHID>0</LASTVCHID>
  <LASTMID>0</LASTMID>
  <COMBINED>0</COMBINED>
  <IGNORED>0</IGNORED>
  <ERRORS>1</ERRORS>
  <CANCELLED>0</CANCELLED>
  <EXCEPTIONS>0</EXCEPTIONS>
 </RESPONSE>
 "
"5105645185","ZSER","Unknown Vendor","Stock Item &apos;UNKNOWN ITEM&apos; does not exist!","Stock Item &apos;UNKNOWN ITEM&apos; does not exist!","<RESPONSE>
  <LINEERROR>Stock Item &apos;UNKNOWN ITEM&apos; does not exist!</LINEERROR>
  <CREATED>0</CREATED>
  <ALTERED>2</ALTERED>
  <DELETED>0</DELETED>
  <LASTVCHID>0</LASTVCHID>
  <LASTMID>0</LASTMID>
  <COMBINED>0</COMBINED>
  <IGNORED>0</IGNORED>
  <ERRORS>1</ERRORS>
  <CANCELLED>0</CANCELLED>
  <EXCEPTIONS>0</EXCEPTIONS>
 </RESPONSE>
 "
"5105645190","ZDOM","Unknown Vendor","Stock Item &apos;UNKNOWN ITEM&apos; does not exist!","Stock Item &apos;UNKNOWN ITEM&apos; does not exist!","<RESPONSE>
  <LINEERROR>Stock Item &apos;UNKNOWN ITEM&apos; does not exist!</LINEERROR>
  <CREATED>0</CREATED>
  <ALTERED>2</ALTERED>
  <DELETED>0</DELETED>
  <LASTVCHID>0</LASTVCHID>
  <LASTMID>0</LASTMID>
  <COMBINED>0</COMBINED>
  <IGNORED>0</IGNORED>
  <ERRORS>1</ERRORS>
  <CANCELLED>0</CANCELLED>
  <EXCEPTIONS>0</EXCEPTIONS>
 </RESPONSE>
 "
"5105645191","ZDOM","Unknown Vendor","Stock Item &apos;UNKNOWN ITEM&apos; does not exist!","Stock Item &apos;UNKNOWN ITEM&apos; does not exist!","<RESPONSE>
  <LINEERROR>Stock Item &apos;UNKNOWN ITEM&apos; does not exist!</LINEERROR>
  <CREATED>0</CREATED>
  <ALTERED>2</ALTERED>
  <DELETED>0</DELETED>
  <LASTVCHID>0</LASTVCHID>
  <LASTMID>0</LASTMID>
  <COMBINED>0</COMBINED>
  <IGNORED>0</IGNORED>
  <ERRORS>1</ERRORS>
  <CANCELLED>0</CANCELLED>
  <EXCEPTIONS>0</EXCEPTIONS>
 </RESPONSE>
 "
"5105645192","ZDOM","Unknown Vendor","Stock Item &apos;UNKNOWN ITEM&apos; does not exist!","Stock Item &apos;UNKNOWN ITEM&apos; does not exist!","<RESPONSE>
  <LINEERROR>Stock Item &apos;UNKNOWN ITEM&apos; does not exist!</LINEERROR>
  <CREATED>0</CREATED>
  <ALTERED>2</ALTERED>
  <DELETED>0</DELETED>
  <LASTVCHID>0</LASTVCHID>
  <LASTMID>0</LASTMID>
  <COMBINED>0</COMBINED>
  <IGNORED>0</IGNORED>
  <ERRORS>1</ERRORS>
  <CANCELLED>0</CANCELLED>
  <EXCEPTIONS>0</EXCEPTIONS>
 </RESPONSE>
 "
"5105645193","ZDOM","Unknown Vendor","Stock Item &apos;UNKNOWN ITEM&apos; does not exist!","Stock Item &apos;UNKNOWN ITEM&apos; does not exist!","<RESPONSE>
  <LINEERROR>Stock Item &apos;UNKNOWN ITEM&apos; does not exist!</LINEERROR>
  <CREATED>0</CREATED>
  <ALTERED>2</ALTERED>
  <DELETED>0</DELETED>
  <LASTVCHID>0</LASTVCHID>
  <LASTMID>0</LASTMID>
  <COMBINED>0</COMBINED>
  <IGNORED>0</IGNORED>
  <ERRORS>1</ERRORS>
  <CANCELLED>0</CANCELLED>
  <EXCEPTIONS>0</EXCEPTIONS>
 </RESPONSE>
 "
"5105645246","ZDOM","Unknown Vendor","Stock Item &apos;UNKNOWN ITEM&apos; does not exist!","Stock Item &apos;UNKNOWN ITEM&apos; does not exist!","<RESPONSE>
  <LINEERROR>Stock Item &apos;UNKNOWN ITEM&apos; does not exist!</LINEERROR>
  <CREATED>0</CREATED>
  <ALTERED>2</ALTERED>
  <DELETED>0</DELETED>
  <LASTVCHID>0</LASTVCHID>
  <LASTMID>0</LASTMID>
  <COMBINED>0</COMBINED>
  <IGNORED>0</IGNORED>
  <ERRORS>1</ERRORS>
  <CANCELLED>0</CANCELLED>
  <EXCEPTIONS>0</EXCEPTIONS>
 </RESPONSE>
 "
"5105645267","ZSTO","90064","Voucher totals do not match! Dr: 2,74,151.00 Dr Cr: 2,39,443.00 Cr Diff: 34,708.00 Dr","Voucher totals do not match! Dr: 2,74,151.00 Dr Cr: 2,39,443.00 Cr Diff: 34,708.00 Dr","<RESPONSE>
  <LINEERROR>Voucher totals do not match! Dr: 2,74,151.00 Dr Cr: 2,39,443.00 Cr Diff: 34,708.00 Dr</LINEERROR>
  <CREATED>0</CREATED>
  <ALTERED>2</ALTERED>
  <DELETED>0</DELETED>
  <LASTVCHID>0</LASTVCHID>
  <LASTMID>0</LASTMID>
  <COMBINED>0</COMBINED>
  <IGNORED>0</IGNORED>
  <ERRORS>1</ERRORS>
  <CANCELLED>0</CANCELLED>
  <EXCEPTIONS>0</EXCEPTIONS>
 </RESPONSE>
 "
"5105645268","ZSTO","90064","Voucher totals do not match! Dr: 37,000.00 Dr Cr: 2,292.00 Cr Diff: 34,708.00 Dr","Voucher totals do not match! Dr: 37,000.00 Dr Cr: 2,292.00 Cr Diff: 34,708.00 Dr","<RESPONSE>
  <LINEERROR>Voucher totals do not match! Dr: 37,000.00 Dr Cr: 2,292.00 Cr Diff: 34,708.00 Dr</LINEERROR>
  <CREATED>0</CREATED>
  <ALTERED>2</ALTERED>
  <DELETED>0</DELETED>
  <LASTVCHID>0</LASTVCHID>
  <LASTMID>0</LASTMID>
  <COMBINED>0</COMBINED>
  <IGNORED>0</IGNORED>
  <ERRORS>1</ERRORS>
  <CANCELLED>0</CANCELLED>
  <EXCEPTIONS>0</EXCEPTIONS>
 </RESPONSE>
 "
"5105645326","ZSTO","90064","Voucher totals do not match! Dr: 11,28,079.00 Dr Cr: 10,93,371.00 Cr Diff: 34,708.00 Dr","Voucher totals do not match! Dr: 11,28,079.00 Dr Cr: 10,93,371.00 Cr Diff: 34,708.00 Dr","<RESPONSE>
  <LINEERROR>Voucher totals do not match! Dr: 11,28,079.00 Dr Cr: 10,93,371.00 Cr Diff: 34,708.00 Dr</LINEERROR>
  <CREATED>0</CREATED>
  <ALTERED>2</ALTERED>
  <DELETED>0</DELETED>
  <LASTVCHID>0</LASTVCHID>
  <LASTMID>0</LASTMID>
  <COMBINED>0</COMBINED>
  <IGNORED>0</IGNORED>
  <ERRORS>1</ERRORS>
  <CANCELLED>0</CANCELLED>
  <EXCEPTIONS>0</EXCEPTIONS>
 </RESPONSE>
 "
"5105645327","ZSTO","90064","Voucher totals do not match! Dr: 50,387.00 Dr Cr: 15,679.00 Cr Diff: 34,708.00 Dr","Voucher totals do not match! Dr: 50,387.00 Dr Cr: 15,679.00 Cr Diff: 34,708.00 Dr","<RESPONSE>
  <LINEERROR>Voucher totals do not match! Dr: 50,387.00 Dr Cr: 15,679.00 Cr Diff: 34,708.00 Dr</LINEERROR>
  <CREATED>0</CREATED>
  <ALTERED>2</ALTERED>
  <DELETED>0</DELETED>
  <LASTVCHID>0</LASTVCHID>
  <LASTMID>0</LASTMID>
  <COMBINED>0</COMBINED>
  <IGNORED>0</IGNORED>
  <ERRORS>1</ERRORS>
  <CANCELLED>0</CANCELLED>
  <EXCEPTIONS>0</EXCEPTIONS>
 </RESPONSE>
 "
"5105645501","ZSTO","90064","Voucher totals do not match! Dr: 10,52,023.00 Dr Cr: 10,17,315.00 Cr Diff: 34,708.00 Dr","Voucher totals do not match! Dr: 10,52,023.00 Dr Cr: 10,17,315.00 Cr Diff: 34,708.00 Dr","<RESPONSE>
  <LINEERROR>Voucher totals do not match! Dr: 10,52,023.00 Dr Cr: 10,17,315.00 Cr Diff: 34,708.00 Dr</LINEERROR>
  <CREATED>0</CREATED>
  <ALTERED>2</ALTERED>
  <DELETED>0</DELETED>
  <LASTVCHID>0</LASTVCHID>
  <LASTMID>0</LASTMID>
  <COMBINED>0</COMBINED>
  <IGNORED>0</IGNORED>
  <ERRORS>1</ERRORS>
  <CANCELLED>0</CANCELLED>
  <EXCEPTIONS>0</EXCEPTIONS>
 </RESPONSE>
 "
"5105645504","ZSTO","90064","Voucher totals do not match! Dr: 36,963.00 Dr Cr: 2,255.00 Cr Diff: 34,708.00 Dr","Voucher totals do not match! Dr: 36,963.00 Dr Cr: 2,255.00 Cr Diff: 34,708.00 Dr","<RESPONSE>
  <LINEERROR>Voucher totals do not match! Dr: 36,963.00 Dr Cr: 2,255.00 Cr Diff: 34,708.00 Dr</LINEERROR>
  <CREATED>0</CREATED>
  <ALTERED>2</ALTERED>
  <DELETED>0</DELETED>
  <LASTVCHID>0</LASTVCHID>
  <LASTMID>0</LASTMID>
  <COMBINED>0</COMBINED>
  <IGNORED>0</IGNORED>
  <ERRORS>1</ERRORS>
  <CANCELLED>0</CANCELLED>
  <EXCEPTIONS>0</EXCEPTIONS>
 </RESPONSE>
 "
"5105645523","ZDOM","Unknown Vendor","Stock Item &apos;UNKNOWN ITEM&apos; does not exist!","Stock Item &apos;UNKNOWN ITEM&apos; does not exist!","<RESPONSE>
  <LINEERROR>Stock Item &apos;UNKNOWN ITEM&apos; does not exist!</LINEERROR>
  <CREATED>0</CREATED>
  <ALTERED>2</ALTERED>
  <DELETED>0</DELETED>
  <LASTVCHID>0</LASTVCHID>
  <LASTMID>0</LASTMID>
  <COMBINED>0</COMBINED>
  <IGNORED>0</IGNORED>
  <ERRORS>1</ERRORS>
  <CANCELLED>0</CANCELLED>
  <EXCEPTIONS>0</EXCEPTIONS>
 </RESPONSE>
 "
"5105645531","ZCOL","11731","Voucher totals do not match! Dr: 41,203.72 Dr Cr: 6,495.72 Cr Diff: 34,708.00 Dr","Voucher totals do not match! Dr: 41,203.72 Dr Cr: 6,495.72 Cr Diff: 34,708.00 Dr","<RESPONSE>
  <LINEERROR>Voucher totals do not match! Dr: 41,203.72 Dr Cr: 6,495.72 Cr Diff: 34,708.00 Dr</LINEERROR>
  <CREATED>0</CREATED>
  <ALTERED>2</ALTERED>
  <DELETED>0</DELETED>
  <LASTVCHID>0</LASTVCHID>
  <LASTMID>0</LASTMID>
  <COMBINED>0</COMBINED>
  <IGNORED>0</IGNORED>
  <ERRORS>1</ERRORS>
  <CANCELLED>0</CANCELLED>
  <EXCEPTIONS>0</EXCEPTIONS>
 </RESPONSE>
 "
"5105645564","ZSER","Unknown Vendor","Stock Item &apos;UNKNOWN ITEM&apos; does not exist!","Stock Item &apos;UNKNOWN ITEM&apos; does not exist!","<RESPONSE>
  <LINEERROR>Stock Item &apos;UNKNOWN ITEM&apos; does not exist!</LINEERROR>
  <CREATED>0</CREATED>
  <ALTERED>2</ALTERED>
  <DELETED>0</DELETED>
  <LASTVCHID>0</LASTVCHID>
  <LASTMID>0</LASTMID>
  <COMBINED>0</COMBINED>
  <IGNORED>0</IGNORED>
  <ERRORS>1</ERRORS>
  <CANCELLED>0</CANCELLED>
  <EXCEPTIONS>0</EXCEPTIONS>
 </RESPONSE>
 "
"5105645645","ZSTO","90064","Voucher totals do not match! Dr: 1,11,642.00 Dr Cr: 76,934.00 Cr Diff: 34,708.00 Dr","Voucher totals do not match! Dr: 1,11,642.00 Dr Cr: 76,934.00 Cr Diff: 34,708.00 Dr","<RESPONSE>
  <LINEERROR>Voucher totals do not match! Dr: 1,11,642.00 Dr Cr: 76,934.00 Cr Diff: 34,708.00 Dr</LINEERROR>
  <CREATED>0</CREATED>
  <ALTERED>2</ALTERED>
  <DELETED>0</DELETED>
  <LASTVCHID>0</LASTVCHID>
  <LASTMID>0</LASTMID>
  <COMBINED>0</COMBINED>
  <IGNORED>0</IGNORED>
  <ERRORS>1</ERRORS>
  <CANCELLED>0</CANCELLED>
  <EXCEPTIONS>0</EXCEPTIONS>
 </RESPONSE>
 "
"5105645675","ZCOL","90141","Voucher totals do not match! Dr: 46,508.00 Dr Cr: 11,800.00 Cr Diff: 34,708.00 Dr","Voucher totals do not match! Dr: 46,508.00 Dr Cr: 11,800.00 Cr Diff: 34,708.00 Dr","<RESPONSE>
  <LINEERROR>Voucher totals do not match! Dr: 46,508.00 Dr Cr: 11,800.00 Cr Diff: 34,708.00 Dr</LINEERROR>
  <CREATED>0</CREATED>
  <ALTERED>2</ALTERED>
  <DELETED>0</DELETED>
  <LASTVCHID>0</LASTVCHID>
  <LASTMID>0</LASTMID>
  <COMBINED>0</COMBINED>
  <IGNORED>0</IGNORED>
  <ERRORS>1</ERRORS>
  <CANCELLED>0</CANCELLED>
  <EXCEPTIONS>0</EXCEPTIONS>
 </RESPONSE>
 "
"5105645676","ZCOL","31408","Voucher totals do not match! Dr: 73,648.00 Dr Cr: 38,940.00 Cr Diff: 34,708.00 Dr","Voucher totals do not match! Dr: 73,648.00 Dr Cr: 38,940.00 Cr Diff: 34,708.00 Dr","<RESPONSE>
  <LINEERROR>Voucher totals do not match! Dr: 73,648.00 Dr Cr: 38,940.00 Cr Diff: 34,708.00 Dr</LINEERROR>
  <CREATED>0</CREATED>
  <ALTERED>2</ALTERED>
  <DELETED>0</DELETED>
  <LASTVCHID>0</LASTVCHID>
  <LASTMID>0</LASTMID>
  <COMBINED>0</COMBINED>
  <IGNORED>0</IGNORED>
  <ERRORS>1</ERRORS>
  <CANCELLED>0</CANCELLED>
  <EXCEPTIONS>0</EXCEPTIONS>
 </RESPONSE>
 "
"5105645790","ZDOM","Unknown Vendor","Stock Item &apos;UNKNOWN ITEM&apos; does not exist!","Stock Item &apos;UNKNOWN ITEM&apos; does not exist!","<RESPONSE>
  <LINEERROR>Stock Item &apos;UNKNOWN ITEM&apos; does not exist!</LINEERROR>
  <CREATED>0</CREATED>
  <ALTERED>2</ALTERED>
  <DELETED>0</DELETED>
  <LASTVCHID>0</LASTVCHID>
  <LASTMID>0</LASTMID>
  <COMBINED>0</COMBINED>
  <IGNORED>0</IGNORED>
  <ERRORS>1</ERRORS>
  <CANCELLED>0</CANCELLED>
  <EXCEPTIONS>0</EXCEPTIONS>
 </RESPONSE>
 "
